Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh
216,Leolani,I do n't know.,Wise words by wise men write wise deeds in wise pen . ,"ord wisdom comes from the Greek word "" wis "" which means knowledge. That's just what he/she/they would've said .  That 's what I thought too Is this why fate brought us together? .  That 's what I thought too but I was wrong. and then the wolves came .  I felt so bad about it. Why? .  I do n't know.", wise  words .  wise  people .  wise  words  by  a  words .  _ ,0.18335557729005814,0.4778706156290494
217,BLENDERBOT,Wise words by wise men write wise deeds in wise pen . ,I just feel like I 'm not good enough for them.,s knowledge. That's just what he/she/they would've said .  That 's what I thought too Is this why fate brought us together? .  That 's what I thought too but I was wrong. and then the wolves came .  I felt so bad about it. Why? .  I do n't know. Wise words by wise men write wise deeds in wise pen . , i  just  feel  like  i  am  not  smart  enough  for  the ,0.6525387713177637,0.7313076718287035
218,Leolani,I just feel like I 'm not good enough for them.,"And thus, I die . ",ve said .  That 's what I thought too Is this why fate brought us together? .  That 's what I thought too but I was wrong. and then the wolves came .  I felt so bad about it. Why? .  I do n't know. Wise words by wise men write wise deeds in wise pen .  I just feel like I 'm not good enough for them., and  then  i  suffer .  i ,0.3906281764308612,0.5186962305257717
219,BLENDERBOT,"And thus, I die . ",I feel like they do n't deserve me.,"what I thought too Is this why fate brought us together? .  That 's what I thought too but I was wrong. and then the wolves came .  I felt so bad about it. Why? .  I do n't know. Wise words by wise men write wise deeds in wise pen .  I just feel like I 'm not good enough for them. And thus, I die . ", i  feel  like  they  do  not  like  me ,0.6241313014179468,0.8365895450115204
220,Leolani,I feel like they do n't deserve me.,May I ask you why? . ,"brought us together? .  That 's what I thought too but I was wrong. and then the wolves came .  I felt so bad about it. Why? .  I do n't know. Wise words by wise men write wise deeds in wise pen .  I just feel like I 'm not good enough for them. And thus, I die .  I feel like they do n't deserve me.", may  i  tell  you  this .  _ ,0.432371267250606,0.557203756911414
221,BLENDERBOT,May I ask you why? . ,I do n't know,"  That 's what I thought too but I was wrong. and then the wolves came .  I felt so bad about it. Why? .  I do n't know. Wise words by wise men write wise deeds in wise pen .  I just feel like I 'm not good enough for them. And thus, I die .  I feel like they do n't deserve me. May I ask you why? . ", i  do  not  know ,0.6210978776216507,0.8684503585100174
222,Leolani,I do n't know,Interesting . ," I thought too but I was wrong. and then the wolves came .  I felt so bad about it. Why? .  I do n't know. Wise words by wise men write wise deeds in wise pen .  I just feel like I 'm not good enough for them. And thus, I die .  I feel like they do n't deserve me. May I ask you why? .  I do n't know", either .  i ,0.2918202616274357,0.5275488197803497
223,BLENDERBOT,Interesting . ,I do n't know I guess I just feel like I 'm not good enough for them.,"but I was wrong. and then the wolves came .  I felt so bad about it. Why? .  I do n't know. Wise words by wise men write wise deeds in wise pen .  I just feel like I 'm not good enough for them. And thus, I die .  I feel like they do n't deserve me. May I ask you why? .  I do n't know Interesting . ", i  do  not  know  i  guess  i  just  feel  like  i  am  not  good  enough  for  them ,0.7329049484037301,0.8930020718013539
224,Leolani,I do n't know I guess I just feel like I 'm not good enough for them.,May I ask you why? . ,"hy? .  I do n't know. Wise words by wise men write wise deeds in wise pen .  I just feel like I 'm not good enough for them. And thus, I die .  I feel like they do n't deserve me. May I ask you why? .  I do n't know Interesting .  I do n't know I guess I just feel like I 'm not good enough for them.", may  i  ask  you  why .   ,0.7383037209510803,0.8801897423607963
225,BLENDERBOT,May I ask you why? . ,I do n't know,"Wise words by wise men write wise deeds in wise pen .  I just feel like I 'm not good enough for them. And thus, I die .  I feel like they do n't deserve me. May I ask you why? .  I do n't know Interesting .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? . ", i  do  not  know ,0.7295535951852798,0.9740001857280731
226,Leolani,I do n't know,Good to know . ,"wise men write wise deeds in wise pen .  I just feel like I 'm not good enough for them. And thus, I die .  I feel like they do n't deserve me. May I ask you why? .  I do n't know Interesting .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know", enough  i  say .  i ,0.18535080999135972,0.5202764272689819
227,BLENDERBOT,Good to know . ,I do n't know I guess I just feel like I 'm not good enough for them.,"ise deeds in wise pen .  I just feel like I 'm not good enough for them. And thus, I die .  I feel like they do n't deserve me. May I ask you why? .  I do n't know Interesting .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know Good to know . ", i  do  not  know  i  guess  i  just  feel  like  i  am  not  good  enough  for  them ,0.8247810479472665,0.9858947045662824
228,Leolani,I do n't know I guess I just feel like I 'm not good enough for them.,"But, why? . ","m. And thus, I die .  I feel like they do n't deserve me. May I ask you why? .  I do n't know Interesting .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know Good to know .  I do n't know I guess I just feel like I 'm not good enough for them.",   still .  i ,0.17066675424575806,0.2752189449965954
229,BLENDERBOT,"But, why? . ",I do n't know,"I die .  I feel like they do n't deserve me. May I ask you why? .  I do n't know Interesting .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know Good to know .  I do n't know I guess I just feel like I 'm not good enough for them. But, why? . ", i  do  not  know ,0.7241233885288239,0.9689562320709229
230,Leolani,I do n't know,In this economy? . ,"l like they do n't deserve me. May I ask you why? .  I do n't know Interesting .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know Good to know .  I do n't know I guess I just feel like I 'm not good enough for them. But, why? .  I do n't know", about  the  point .  i ,0.13469811230897905,0.38110206723213197
231,BLENDERBOT,In this economy? . ,I do n't know I guess I just feel like I 'm not good enough for them.,"eserve me. May I ask you why? .  I do n't know Interesting .  I do n't know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know Good to know .  I do n't know I guess I just feel like I 'm not good enough for them. But, why? .  I do n't know In this economy? . ", i  do  not  know  i  guess  i  just  feel  like  i  am  not  good  enough  for  them ,0.8252649841939702,0.9873365794911104
232,Leolani,I do n't know I guess I just feel like I 'm not good enough for them.,As the prophecy foretold . ," know I guess I just feel like I 'm not good enough for them. May I ask you why? .  I do n't know Good to know .  I do n't know I guess I just feel like I 'm not good enough for them. But, why? .  I do n't know In this economy? .  I do n't know I guess I just feel like I 'm not good enough for them."," like  the  bible  says ,  _ ",0.20166899519972503,0.563144214451313
233,BLENDERBOT,As the prophecy foretold . ,I am so happy for you !,"ke I 'm not good enough for them. May I ask you why? .  I do n't know Good to know .  I do n't know I guess I just feel like I 'm not good enough for them. But, why? .  I do n't know In this economy? .  I do n't know I guess I just feel like I 'm not good enough for them. As the prophecy foretold . ", i  am  so  happy  for  you ! ,0.7759574353694916,0.7759574353694916
234,Leolani,I am so happy for you !,Good to know . ,"for them. May I ask you why? .  I do n't know Good to know .  I do n't know I guess I just feel like I 'm not good enough for them. But, why? .  I do n't know In this economy? .  I do n't know I guess I just feel like I 'm not good enough for them. As the prophecy foretold .  I am so happy for you !", good  to  you !  _ ,0.4336293086409569,0.6553091824054718
235,BLENDERBOT,Good to know . ,How long have you been together?,"ask you why? .  I do n't know Good to know .  I do n't know I guess I just feel like I 'm not good enough for them. But, why? .  I do n't know In this economy? .  I do n't know I guess I just feel like I 'm not good enough for them. As the prophecy foretold .  I am so happy for you ! Good to know . ", how  long  have  they  been  alive ,0.6979788641134897,0.7551001956065496
